Id,Name,Text,Colorway,Main_color,Category
40,Nike Dunk Low Retro White Black Panda,"From the school-spirited College Colors Program to the vibrant Nike CO.JP collection, Nike Dunks have seen many colorways since the design’s inception in 1985. But with each new colorway, the Dunk’s classic color-blocking has remained in some capacity. Nike put its timeless color-blocking to work with the Nike Dunk Low Retro White Black.

The upper Nike Dunk Low Retro White Black is constructed of white leather with black leather overlays and Swooshes. Classic Nike branding is featured on the nylon tongue, nodding to traditional Dunk design elements. A white midsole and black outsole complete the design.

The Nike Dunk Low Retro White Black released in January of 2021 and retailed for $100.","
White/Black",Black,Lifestyle
41,adidas Yeezy Foam Runner 'Onyx',"The adidas Yeezy Foam Runner ‘Onyx’ applies a sleek monochrome finish to the futuristic slip-on. Black injected EVA foam is utilized on the molded one-piece upper, featuring sculpted lines and a series of strategically mapped vents that allow for increased airflow. A contoured heel provides a secure fit, while the soft top layer of the footbed delivers step-in comfort. The lightweight build is underpinned by a wavy-traction outsole that offers sure footing on wet or dry surfaces.",Onyx/Onyx/Onyx,Black,Clogs
42,adidas Yeezy Boost 350 V2 'Onyx',"The adidas Yeezy Boost 350 V2 ‘Onyx’ applies a stealthy palette to the lifestyle silhouette that merges Kanye West’s visionary aesthetic with adidas’ performance technology. The sneaker makes use of a one-note black Primeknit upper, secured with rope laces and equipped with a pull tab at the heel. On the lateral side, a post-dyed monofilament stripe adds a see-through element to the sock-like build. A full-length Boost midsole is surrounded by a ribbed, semi-translucent TPU cage that maintains the shoe’s monochrome design.",Onyx/Onyx/Onyx,Black,Lifestyle
43,Nike women’s Dunk Low ‘Photon Dust’,"The Nike women’s Dunk Low ‘Photon Dust’ delivers an understated colorway of the performance hoops shoe turned streetwear staple. The low-top carries an all-leather upper finished entirely in neutral white and grey tones. An OG aesthetic is accentuated via traditional branding elements, including a woven Nike tongue tag and embroidered Nike lettering on the heel tab. Underfoot, the rubber outsole features a traction pattern that’s nearly identical to another 1985 release, the Air Jordan 1.",White/Photon Dust/White,White,Lifestyle
44,Crocs Classic Clog Lightning McQueen,"The Crocs Classic Clog Lightning McQueen is an official collaboration with Disney Pixar's Cars franchise. These Lightning McQueen Crocs pay homage to the movie's lead character, who is voiced by Owen Wilson. The Crocs look is loosely based on the Chevrolet Corvette C1, a racing car produced between 1953 and 1962.

These Lightning McQueen Crocs feature a red foam construction with printed graphics that resemble Lightning McQueen. Ventilation holes on the upper with a sole with grooves add the finishing touch.

The Crocs Classic Clog Lightning McQueen originally released in April of 2021 and retailed for $50, and restocked through the years with the retail price eventually increasing to $60.","
Red/Multi",Red,Clogs
45,Jordan 4 Retro Military Blue (2024),"The Air Jordan 4 Retro Military Blue 2024 stands as a beacon of Jordan Brand's innovation and style. It features an off-white leather base contrasted with the striking military blue splashed on the eyelet wings, heel, and parts of the midsole, creating a look of disciplined yet daring design. The neutral grey touches on the forefoot and outsole balance the aesthetic, highlighting the sneaker's clean lines and geometric shapes.

Every detail is meticulously crafted, with the Jumpman logo on the tongue, the 'Flight' script on the tongue's underside, and a visible Air-Sole unit encased in the sole—all of which are hallmarks of the Jordan brand's dedication to quality and performance. The industrial blue mesh inserts not only offer breathability but also complement the sneaker's color scheme, adding both function and flair. The beloved Nike Air logo graces the heel and stays true to the original 1989 iteration.

Released on May 4, 2024, at a retail price of $215, the Air Jordan 4 Retro Military Blue quickly ascended to iconic status. Collectors and sneaker enthusiasts eagerly celebrated the revival of the military blue colorway on a timeless model.",Off-White/Military Blue/Neutral Grey,White,Lifestyle
46,Jordan 4 Retro SE Paris Olympics Wet Cement,"Celebrate classic style as sports enter the world stage with the Jordan 4 Retro SE Paris Olympics Wet Cement. This clean AJ4 delivers in the clutch, with a soft suede and smooth leather finish. The all-gray pair is fit for any occasion with its versatile monochromatic look.

Originally debuting in 1989, the Jordan 4 has become a favorite among sneakerheads, with new and retro styles alike often selling out quickly at retailers. Thi particular AJ4 draws inspiration from the cobblestone streets of Paris, and is sure to remind seasoned sneakerheads of the grail-like AJ4 KAWS, which released 2017.

The Jordan 4 Retro SE Paris Olympics Wet Cement released on July 27th, 2024, for a retail price of $225. Lock in one of the cleanest AJ4s ever today on StockX.","
Smoke Grey/Iron Grey/Cement Grey/Particle Grey",Grey,Lifestyle
47,New Balance 9060 Black Castlerock Grey,"The New Balance 9060 Black Castlerock Grey was inspired by a 90s model and comes in a grey, black, and red colorway.

This Black New Balance 9060 sneaker consists of a black mesh base with monochromatic pigskin suede and leather overlays. The shoe is designed with ""N"" branding on the side panel, a plush tongue, and flat laces. The model has a CR device at the heel. The design is completed by a chunky, dual-density midsole equipped with ABZORB and SBS cushioning.

The New Balance 9060 Black Castlerock Grey was released on September 2nd, 2022, at a retail price of $150.",Black/Castlerock,Black,Lifestyle
48,ASICS Gel-1130 White Clay Canyon,"The ASICS Gel-1130 in White Clay Canyon is a shoe with its design inspired by the Gel-KAYANO 14 sneaker, with a similar look and updated technology. The shoe was originally released in 2008 and received a makeover in 2023.

This running shoe is constructed from a mix of synthetic leather and light textile materials that allow for breathability and flexibility. White mesh makes up the base of the shoe, while silver and brown synthetic leather cross on the midsole, creating ASICS’ signature style. The ASICS Gel-1130 sneaker has gel cushioning for comfort and shock absorption. The lining also contains cooling pads to keep your feet from overheating.

What our StockX experts appreciate most about this shoe is its classic colorway. The White Clay Canyon colorway works well to make this unique shoe suitable for wear with any outfit. The ASICS Gel-1130 in White Clay Canyon was first released on July 21st, 2023, at a retail price of $95.",White/Clay Canyon,White,Lifestyle
49,adidas Yeezy Boost 350 V2 'Bone',"The Yeezy Boost 350 V2 ‘Pure Oat’ treats the lifestyle runner to a refined makeover, highlighted by a breathable Primeknit upper in a subtle ivory finish. A monofilament side stripe adds a see-through element to the minimalist design, while a webbing pull tab at the heel provides easy on and off. Inside the shoe, three-stripe branding on the interior heel is accompanied by ‘Yeezy’ stamped on the sockliner. Responsive cushioning comes courtesy of a TPU-wrapped full-length Boost midsole.",Bone/Bone/Bone,White,Lifestyle
50,Nike Dunk Low ‘Grey Fog’,"The Nike Dunk Low ‘Grey Fog’ delivers a subtle two-tone colorway of the classic silhouette originally released in 1985 as a college hoops shoe. The all-leather upper is treated to a pristine white base with contrasting overlays in a light grey shade. The same neutral tone is repeated on the Swoosh, laces and woven Nike tongue tag. Additional Nike branding lands on the heel tab and padded sockliner. The low-top rests on a standard rubber cupsole that pairs white sidewalls with a grey rubber outsole.",White/Grey Fog,Grey,Lifestyle
51,ASICS Gel-Kayano 14 Cream Black Metallic Plum,"The ASICS Gel-Kayano 14 Cream Black Metallic Plum is a running shoe that was released as part of the ASICS Gel-Kayano series.

The upper of the Cream Black Metallic Plum ASICS Gel-Kayano 14 is crafted with a combination of leather and mesh materials, offering both durability and breathability. The shoe comes in a cream-and-black colorway and has a traditional lace-up closure that ensures a snug and secure fit. The outsole features a vertical flex groove that enables the foot to move more naturally, reducing stress on the foot and the potential for injury.

We think that one of the most notable features of the ASICS Gel-Kayano 14 Cream Black Metallic Plum is the dynamic DuoMax support system on the sole. This system provides stability and support for the foot, reducing pronation and enhancing the overall efficiency of your stride. The Gel technology used in the heel of the shoe also provides additional cushioning to absorb impact and help prevent injuries and fatigue. The sneaker was released on May 30th, 2023, at a retail price of $150.",Cream/Black,Cream,Lifestyle
